Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10,x39,x40
57,0.0374657,0.0121021,0.00754175,0.0372002,0.00587176,0.110201,0.0250672,0.0812925,0.073214,0.0106269,0.0194721,0.0228343,0.0644975,0.0159973,0.00695685,0.00668754,0.0949551,0.0701469,0.070235,0.00839372,0.0431038,0.0599976,0.0144723,0.0604498,0.0175726,0.0641097,0.0501225,0.00313296,0.00544359,0.0462876,0.0992931,0.0200983,0.0145055,0.00408319,0.0373249,0.00297322,0.0218105,0.0151549,0.0524232,0,0
58,0.0374642,0.0120994,0.00752857,0.0371372,0.00587622,0.11013,0.0250523,0.0813283,0.0732412,0.0106111,0.0195037,0.0227746,0.0645358,0.0159847,0.00699662,0.00661728,0.0949604,0.0702514,0.0703049,0.00835525,0.0430516,0.0600057,0.0145177,0.0604114,0.0176092,0.0639748,0.0500941,0.00313494,0.00545271,0.0462756,0.0992943,0.0201122,0.0145284,0.00400376,0.0372939,0.00294991,0.0217242,0.0151585,0.0524548,0,0
59,0.0374581,0.012091,0.00751366,0.037075,0.0058811,0.110042,0.0250484,0.0813354,0.0732556,0.0105932,0.0195349,0.0227127,0.0645899,0.0159755,0.0070277,0.00654489,0.0949514,0.0703777,0.0704052,0.00833694,0.0430082,0.0600108,0.0145686,0.0603761,0.0176538,0.0638588,0.0500569,0.00313738,0.00546651,0.0462665,0.0992808,0.0201291,0.0145592,0.00392149,0.0372549,0.0029044,0.0216513,0.0151538,0.0524833,0,0
60,0.0374456,0.0120831,0.00750656,0.0370108,0.00593091,0.109945,0.0250389,0.0813344,0.0732794,0.0105816,0.0195575,0.0226535,0.0646464,0.0159779,0.0070647,0.00648084,0.0949322,0.0705317,0.0705283,0.00829298,0.0429694,0.0600019,0.0146068,0.0603416,0.0176849,0.0637527,0.0500185,0.00313553,0.00547579,0.0462545,0.0992572,0.0201395,0.014596,0.0038391,0.0372104,0.00284667,0.0215917,0.0151441,0.0525061,0,0
61,0.0374304,0.0120789,0.00750384,0.0369565,0.0060251,0.109841,0.0250203,0.0813588,0.0733362,0.0105672,0.0195842,0.0225999,0.0646902,0.0159922,0.00710998,0.00641316,0.0949135,0.0706906,0.0706519,0.0080884,0.0429263,0.0599705,0.0146507,0.0602972,0.0177168,0.0636743,0.0499577,0.00313304,0.0054843,0.046256,0.0992354,0.0201464,0.0146226,0.00375639,0.0371557,0.00279068,0.0215403,0.0151041,0.0525166,0,0
62,0.0374151,0.012081,0.00750764,0.0369141,0.0059114,0.109731,0.0249981,0.081409,0.0733885,0.0105401,0.0196255,0.0225056,0.064737,0.0160045,0.00715105,0.00635426,0.0949144,0.0708753,0.0707893,0.00770757,0.0428738,0.0599127,0.0147019,0.060242,0.0177723,0.0636085,0.0498654,0.00314304,0.00548917,0.0462619,0.0992161,0.0201604,0.0146451,0.00367672,0.0370873,0.00275036,0.0214871,0.0149915,0.0525211,0,0
63,0.0374103,0.0120854,0.00751415,0.0368729,0.00579111,0.109607,0.0249627,0.0814763,0.0734226,0.0105235,0.0196775,0.0224123,0.0648027,0.0160119,0.00720401,0.00630229,0.0949367,0.0710862,0.0709388,0.00764388,0.0428208,0.05985,0.0147572,0.0601894,0.0178343,0.0635484,0.0497645,0.00315338,0.00550141,0.0462573,0.0991998,0.0201799,0.0146744,0.00360518,0.0370106,0.00272492,0.0214144,0.0147914,0.052507,0,0
64,0.0374189,0.0121011,0.00751571,0.0368244,0.00569399,0.109472,0.0249113,0.0815566,0.0734577,0.0105111,0.0197167,0.0223215,0.0648939,0.016025,0.00725803,0.00624456,0.0949666,0.0713082,0.0711237,0.00791206,0.0427769,0.0597812,0.0148315,0.0601311,0.0178875,0.0634899,0.0497547,0.00316708,0.00551797,0.0462526,0.0991935,0.0202051,0.0147237,0.00353178,0.0369234,0.00268734,0.0213318,0.0146708,0.0524808,0,0
65,0.0374408,0.0121245,0.00751806,0.0367615,0.00555548,0.109342,0.0248282,0.0816511,0.0734909,0.0104941,0.019745,0.0222382,0.0649962,0.016041,0.00728792,0.00618704,0.0949843,0.0715258,0.0713241,0.00800755,0.0427344,0.0597015,0.0149147,0.0600702,0.0179302,0.0634164,0.0497336,0.00318758,0.00553176,0.0462479,0.0991962,0.0202378,0.0147874,0.00345348,0.0368211,0.00264492,0.0212328,0.0146032,0.0524642,0,0
66,0.0374724,0.0121433,0.00752101,0.0366888,0.00535527,0.109213,0.0246866,0.081709,0.073504,0.0104784,0.0197784,0.022153,0.0650746,0.0160397,0.00730169,0.00614247,0.0949982,0.0717495,0.0715361,0.00796532,0.0426868,0.0596342,0.0150285,0.0600184,0.0179556,0.0633114,0.049688,0.00321902,0.005551,0.0462413,0.0992169,0.0202862,0.0148026,0.00339132,0.036688,0.00262825,0.0211133,0.0145846,0.0524546,0,0
67,0.0375347,0.0121736,0.00751794,0.036612,0.00512747,0.109073,0.0244716,0.0817464,0.0735069,0.0104568,0.0198154,0.022047,0.0651239,0.0160361,0.00732929,0.00609631,0.0949932,0.0719632,0.0717492,0.00790572,0.0426197,0.0595774,0.0151991,0.0599822,0.017961,0.0631614,0.0496481,0.00325667,0.00557728,0.0462229,0.0992577,0.0203471,0.0148153,0.00333483,0.0365114,0.00264741,0.0209729,0.0146338,0.0524385,0,0
68,0.0376301,0.0122201,0.0075066,0.036522,0.00480443,0.108918,0.024197,0.0817971,0.0734653,0.0104384,0.0198481,0.0219402,0.0652495,0.0160232,0.00735763,0.00604675,0.0949725,0.0721414,0.0719765,0.00786816,0.0425261,0.0595053,0.015396,0.0599676,0.0179479,0.0629468,0.0496271,0.00329076,0.00561117,0.0461902,0.0993101,0.0204071,0.0148251,0.00328361,0.0363873,0.00268951,0.0207864,0.0145627,0.0524243,0,0
69,0.0377485,0.012284,0.0075018,0.0364266,0.00446447,0.108746,0.0238466,0.0818651,0.0733121,0.0104163,0.0198667,0.0218366,0.0654438,0.0160026,0.00738121,0.00600518,0.0949492,0.0723144,0.0722199,0.00784916,0.0424163,0.0594338,0.0156315,0.0599757,0.0179332,0.0626837,0.0496304,0.00333017,0.00566766,0.0461494,0.0993607,0.0204677,0.0148328,0.00325123,0.0363118,0.00277939,0.0205652,0.0144073,0.0524027,0,0
70,0.0378859,0.0123539,0.00749343,0.0363282,0.00412462,0.108556,0.0234302,0.0819507,0.0732225,0.0103796,0.019892,0.0217097,0.0656726,0.0159788,0.00738468,0.00596671,0.0949209,0.0725061,0.0724581,0.00784016,0.0422918,0.0593589,0.0159305,0.0600048,0.0179112,0.0623766,0.0496586,0.00338421,0.00572146,0.0460983,0.0994237,0.0205363,0.0148314,0.00323395,0.0362068,0.00292652,0.020333,0.0142326,0.0523839,0,0
71,0.0380468,0.012428,0.00747342,0.0362185,0.00356036,0.108357,0.0229637,0.0820609,0.0731188,0.0103297,0.0199355,0.0215738,0.0659205,0.015951,0.00737725,0.00592763,0.0948893,0.0726965,0.072715,0.00783496,0.0421719,0.0592766,0.0162736,0.0600739,0.0178739,0.0620249,0.049716,0.00344409,0.00577776,0.0460389,0.0995037,0.0206153,0.0148131,0.00321831,0.0361131,0.00313907,0.0200937,0.0140584,0.0523705,0,0
72,0.038223,0.0125109,0.00745533,0.0361063,0.00302946,0.108147,0.0224578,0.0821945,0.0730002,0.0103083,0.0199722,0.0214373,0.0661781,0.0159104,0.0073684,0.00587887,0.0948624,0.0728851,0.0729866,0.00782485,0.0420465,0.0591992,0.016639,0.0601802,0.01782,0.0616416,0.0497844,0.0034972,0.00584531,0.0459709,0.0995926,0.020698,0.0147816,0.00320134,0.0361148,0.0034306,0.0198677,0.0138788,0.0523547,0,0
73,0.0383913,0.0125993,0.00743905,0.0359893,0.00234747,0.107951,0.021951,0.0823473,0.072892,0.0102724,0.0199808,0.0213085,0.0664347,0.0158665,0.00737068,0.00581594,0.0948363,0.0730805,0.0732594,0.00780732,0.0419167,0.0591248,0.0170074,0.0603208,0.0177744,0.0612403,0.0498623,0.00355352,0.00590219,0.0458979,0.0996909,0.0207663,0.0147552,0.00317517,0.0361344,0.00378296,0.0196565,0.0137104,0.0523295,0,0
74,0.0385433,0.0126944,0.00741113,0.0358685,0.00176643,0.107793,0.0214781,0.0824982,0.0727961,0.0102612,0.0199688,0.0211939,0.0666925,0.0158296,0.00738056,0.00574089,0.0948239,0.0732868,0.0734935,0.00778509,0.0417922,0.0590569,0.0173438,0.060469,0.0177402,0.0608522,0.0499483,0.00360186,0.00595663,0.0458269,0.0998042,0.0208147,0.0147436,0.00314673,0.0361604,0.00415344,0.019471,0.0135648,0.0523031,0,0
75,0.0386816,0.01278,0.00738594,0.0357434,0.00135212,0.107672,0.0210614,0.0826443,0.0726859,0.0102324,0.019979,0.0210985,0.0669564,0.0157912,0.00739886,0.00565763,0.0948226,0.0734816,0.073695,0.00776505,0.0416878,0.0590022,0.0176496,0.0606083,0.0177228,0.0605009,0.050027,0.00363602,0.00600579,0.0457611,0.0999194,0.0208612,0.0147297,0.00311152,0.0362039,0.00451339,0.0193206,0.0134361,0.0522761,0,0
76,0.038812,0.0128597,0.00736814,0.0356316,0.00107637,0.10757,0.0207235,0.0827753,0.0725424,0.0101938,0.0200025,0.0210132,0.0672405,0.0157524,0.00740849,0.00558696,0.0948187,0.0736301,0.0738645,0.00775799,0.0416094,0.0589734,0.01794,0.0607293,0.0177177,0.0601901,0.0500919,0.00365788,0.00603577,0.0456964,0.100025,0.0208982,0.0147127,0.00306476,0.0362532,0.00483308,0.0191997,0.0133346,0.0522565,0,0
77,0.0389273,0.0129271,0.00734983,0.0355361,0.000909858,0.107494,0.0204423,0.0828757,0.0724336,0.0101651,0.0200151,0.0209464,0.0674407,0.0157202,0.00741673,0.00550841,0.0948217,0.0737415,0.0739854,0.00775444,0.0415503,0.0589701,0.0181936,0.0608293,0.0177181,0.0599308,0.0501445,0.00367749,0.00604483,0.0456347,0.10013,0.0209102,0.014704,0.00300339,0.0362945,0.00508314,0.0191046,0.0132672,0.0522453,0,0
78,0.0390172,0.0129724,0.00733207,0.0354603,0.00085413,0.107438,0.0202105,0.0829661,0.0723814,0.0101398,0.0200174,0.020903,0.0675581,0.0157049,0.00743433,0.00542365,0.0948294,0.073832,0.0740815,0.00772554,0.041506,0.0589898,0.0184106,0.060909,0.0177197,0.0597356,0.050185,0.00369241,0.00604509,0.0455847,0.100235,0.0209076,0.0147099,0.00293,0.0363306,0.00525395,0.0190409,0.013225,0.0522395,0,0
79,0.0390899,0.0130034,0.00731744,0.0354051,0.000846767,0.107401,0.0200362,0.0830372,0.0723859,0.0101164,0.0200199,0.0208645,0.0676277,0.0157014,0.00746761,0.00534365,0.0948376,0.073906,0.0741486,0.00753073,0.041476,0.0590306,0.0185914,0.0609621,0.0177382,0.0596139,0.0502212,0.00370049,0.00604338,0.0455383,0.100329,0.0209038,0.0147129,0.00285131,0.0363683,0.00534752,0.0190039,0.0132034,0.0522478,0,0
80,0.039144,0.0130271,0.00731313,0.0353624,0.000846752,0.107389,0.0199201,0.0831063,0.0724373,0.0100891,0.0200285,0.0208365,0.0676777,0.0156933,0.00750456,0.00526545,0.094835,0.0739504,0.0741704,0.0071497,0.0414595,0.0590908,0.0187237,0.0609964,0.0177506,0.0595675,0.0502541,0.00369612,0.0060301,0.0455003,0.100416,0.0208941,0.0147243,0.00276406,0.0364006,0.00536765,0.0189947,0.0131901,0.0522605,0,0
81,0.0391801,0.0130506,0.00730947,0.0353261,0.00084704,0.107394,0.0198558,0.0831124,0.0724451,0.0100648,0.02003,0.0208042,0.0677039,0.015682,0.00754371,0.00518865,0.0948315,0.0739835,0.0741737,0.00711698,0.0414653,0.0591534,0.0188178,0.0610155,0.017766,0.0595876,0.0502785,0.00368244,0.00599716,0.0454752,0.10051,0.0208783,0.0147476,0.00267115,0.0364375,0.00532325,0.0190025,0.0131959,0.0522832,0,0
82,0.0392047,0.0130625,0.00730406,0.0353039,0.000829286,0.107393,0.0198128,0.0831039,0.0724028,0.010056,0.0200208,0.0207785,0.0677036,0.0156809,0.00757859,0.00513279,0.0948294,0.0740026,0.0741551,0.00741079,0.0414796,0.0592304,0.0188951,0.0610202,0.0177772,0.0596703,0.0502934,0.00365996,0.00595053,0.0454617,0.100591,0.0208456,0.0147832,0.00257963,0.0364803,0.00522739,0.0190333,0.013213,0.0523054,0,0
83,0.0392046,0.0130663,0.0072957,0.0352866,0.000787612,0.107392,0.0197971,0.0830929,0.0724145,0.0100387,0.0200117,0.0207677,0.0676625,0.0156796,0.00761137,0.00508646,0.0948262,0.0739918,0.0741124,0.00754749,0.0414963,0.0593133,0.0189425,0.0610184,0.0177849,0.0597811,0.0502968,0.00363546,0.00588866,0.0454536,0.10066,0.0208064,0.0148361,0.00248918,0.0365304,0.00509121,0.019076,0.0132551,0.0523326,0,0
84,0.0391964,0.0130691,0.0072936,0.0352829,0.000726503,0.107403,0.0198175,0.0830809,0.0724006,0.0100194,0.020001,0.0207723,0.0675948,0.0156844,0.00764163,0.00504767,0.094828,0.0739595,0.0740528,0.0075377,0.0415257,0.0594028,0.0189775,0.0610087,0.0177938,0.05991,0.0502945,0.00360882,0.00580435,0.0454522,0.100729,0.0207569,0.0148934,0.0023911,0.0365712,0.00492531,0.0191221,0.0133141,0.0523671,0,0
85,0.0391864,0.0130732,0.00729887,0.0352935,0.000651527,0.107429,0.0198602,0.0830623,0.0724142,0.0100054,0.0199863,0.02078,0.0675229,0.0156975,0.00766906,0.00501403,0.0948363,0.0739145,0.0739701,0.00752117,0.0415541,0.0594975,0.0190093,0.0609874,0.0177939,0.0600781,0.0502872,0.00357768,0.00571613,0.045456,0.100797,0.0206955,0.0149569,0.00229086,0.0366005,0.00473859,0.0191795,0.0133754,0.0524109,0,0
86,0.0391758,0.0130669,0.00730239,0.0352994,0.000577477,0.107469,0.0199019,0.0830129,0.0724283,0.00999662,0.0199753,0.0207955,0.0674408,0.0157104,0.0077012,0.00499871,0.0948474,0.0738668,0.0738726,0.00753437,0.0415797,0.0595885,0.0190115,0.060951,0.0177788,0.060268,0.0502774,0.0035368,0.00562918,0.0454665,0.10086,0.0206256,0.0150207,0.00219769,0.0366271,0.00452264,0.0192671,0.0134465,0.0524486,0,0
87,0.03916,0.0130581,0.00730695,0.0352933,0.000513441,0.10752,0.0199491,0.0829291,0.072435,0.00998681,0.019967,0.0208073,0.067361,0.015709,0.00774153,0.0049962,0.0948771,0.073816,0.0737684,0.00754979,0.0416036,0.0596769,0.0190012,0.0609084,0.0177625,0.0604656,0.0502602,0.00352084,0.00555203,0.0454841,0.100922,0.0205598,0.0150804,0.00211639,0.0366466,0.00429058,0.0193752,0.0135004,0.0524917,0,0
88,0.0391389,0.0130524,0.00731581,0.035291,0.000470269,0.107575,0.0200028,0.0828241,0.0724519,0.0099816,0.0199601,0.0208271,0.0672777,0.0157102,0.00777555,0.0049929,0.0949173,0.0737553,0.0736639,0.00757695,0.0416403,0.0597585,0.0189867,0.0608538,0.0177492,0.060663,0.0502523,0.00352592,0.00547081,0.0455064,0.100978,0.020497,0.0151307,0.00203618,0.0366508,0.00406179,0.0194744,0.0134837,0.0525228,0,0
89,0.0391224,0.0130518,0.00733773,0.0352983,0.000452778,0.107626,0.0200513,0.0827077,0.0724677,0.00997808,0.0199484,0.0208531,0.0671948,0.015718,0.00781639,0.00499753,0.0949611,0.0736922,0.0735627,0.00760898,0.0416787,0.0598443,0.0189773,0.0608057,0.0177405,0.0608663,0.0502274,0.00351139,0.00538442,0.0455231,0.10103,0.0204271,0.0151775,0.00196787,0.0366557,0.00385141,0.0195658,0.0134296,0.0525503,0,0
90,0.0391092,0.013053,0.00735454,0.0353027,0.000452275,0.107668,0.0200564,0.0826179,0.0724845,0.00996752,0.0199424,0.0208665,0.0670888,0.015722,0.00784433,0.00500503,0.0949987,0.0736244,0.0734648,0.00764718,0.0417123,0.0599104,0.018974,0.0607834,0.0177147,0.0610609,0.0502116,0.00348751,0.0053104,0.0455319,0.101087,0.0203595,0.0152083,0.00191547,0.0366721,0.00367244,0.0196639,0.0136052,0.0525727,0,0
91,0.0391044,0.0130669,0.00736573,0.0352996,0.000453348,0.107703,0.0200117,0.0825561,0.0724962,0.00995461,0.0199359,0.0208621,0.066961,0.015716,0.00787063,0.00500726,0.095034,0.0735637,0.0734055,0.00768995,0.0417318,0.0599525,0.0189866,0.0607747,0.0176747,0.0612407,0.050219,0.00347795,0.00525328,0.0455354,0.101146,0.0203031,0.0152393,0.00186491,0.0366896,0.0035266,0.01976,0.0137166,0.0525794,0,0
92,0.0391249,0.0130929,0.00737752,0.0352886,0.000464209,0.107737,0.0199099,0.082513,0.0724995,0.00995078,0.0199257,0.0208489,0.066971,0.0156999,0.0078924,0.00501596,0.0950717,0.0735259,0.0734062,0.0077335,0.0417372,0.0599858,0.0190381,0.0607688,0.0176177,0.0614083,0.0502378,0.00346347,0.005203,0.0455279,0.101202,0.0202652,0.0152737,0.00182681,0.0367177,0.00343536,0.0198385,0.0136469,0.052559,0,0
93,0.039169,0.0131307,0.00737768,0.0352729,0.00049696,0.107762,0.0197501,0.082522,0.0724823,0.00995374,0.0199221,0.0208331,0.0671273,0.0156701,0.00790402,0.00502791,0.0951105,0.0735049,0.0734113,0.00778074,0.041737,0.0600115,0.0191341,0.0607676,0.0175581,0.0615449,0.0502603,0.00342054,0.00515424,0.045521,0.101269,0.0202379,0.0152981,0.00180863,0.0367331,0.00339372,0.0198856,0.0134336,0.052537,0,0
94,0.0392366,0.0131846,0.007371,0.0352426,0.000633498,0.107784,0.0195105,0.0825815,0.0724304,0.00994099,0.0199165,0.0208163,0.0673189,0.0156462,0.00790248,0.0050348,0.0951495,0.0735147,0.0734174,0.00782931,0.0417187,0.0600313,0.0192617,0.0607761,0.0174952,0.0616108,0.050291,0.00340228,0.00513298,0.0455125,0.101341,0.0202232,0.0153171,0.00180474,0.0367301,0.00339925,0.0198902,0.0133909,0.05251,0,0
95,0.0393319,0.0132635,0.00736703,0.0351963,0.000907994,0.107785,0.0191772,0.0826609,0.0723614,0.0099298,0.0199172,0.0207719,0.0675543,0.0156086,0.00789506,0.00504352,0.0951984,0.0735479,0.0734822,0.00786418,0.0416858,0.0600236,0.019422,0.0608027,0.0174331,0.0615977,0.0503338,0.00340135,0.00512624,0.0454877,0.101415,0.0202264,0.0153286,0.00181479,0.0367085,0.0034531,0.0198533,0.0134508,0.0524848,0,0
96,0.039459,0.0133723,0.00735988,0.0351392,0.00132911,0.107764,0.0187593,0.0827426,0.072283,0.0099126,0.0199152,0.0207113,0.0678488,0.0155541,0.00787524,0.00503936,0.0952434,0.0735966,0.0736048,0.00789917,0.0416327,0.0599881,0.0196422,0.0608472,0.0173712,0.0615117,0.0503945,0.00340573,0.00512354,0.045449,0.101485,0.0202456,0.0153203,0.00183373,0.0366695,0.00355571,0.0197905,0.0132528,0.0524436,0,0
97,0.0396078,0.0135091,0.00734246,0.0350761,0.0018463,0.107724,0.0183066,0.0828328,0.0721992,0.00989004,0.0199107,0.0206369,0.0681934,0.015491,0.00786034,0.00503008,0.0952763,0.0736651,0.0737712,0.00792137,0.0415639,0.0599359,0.0199009,0.0609097,0.0173046,0.0613669,0.0504857,0.00342974,0.00513557,0.0454123,0.101551,0.0202748,0.0152903,0.00184948,0.0366239,0.00370847,0.0197024,0.0130579,0.0523825,0,0
98,0.0397687,0.0136587,0.00732299,0.0349968,0.00238696,0.10768,0.0178426,0.0829478,0.0721035,0.0098611,0.0199099,0.020561,0.0685648,0.0154265,0.00783706,0.00501958,0.095307,0.0737501,0.0739662,0.00794343,0.0414923,0.0598753,0.0201745,0.0609806,0.0172419,0.0611871,0.0505845,0.00346319,0.00517065,0.0453852,0.10162,0.0203045,0.0152598,0.00186135,0.0365773,0.00388572,0.0195905,0.0129263,0.0523147,0,0
99,0.0399211,0.0138172,0.00731279,0.0349121,0.00290867,0.107644,0.0174094,0.0830764,0.0720104,0.00984115,0.019912,0.0204895,0.06893,0.0153758,0.00781458,0.00500158,0.0953449,0.0738459,0.0741713,0.00796357,0.0414245,0.0598163,0.0204292,0.061051,0.0171951,0.0609865,0.0506003,0.00345727,0.0052011,0.0453585,0.101689,0.0203273,0.0152254,0.00187408,0.0365315,0.00407224,0.0194677,0.0128848,0.0522603,0,0
100,0.0400505,0.0139627,0.0073061,0.034835,0.00335917,0.107624,0.0170376,0.0831785,0.0719342,0.00982388,0.0199287,0.0204255,0.069256,0.0153444,0.0078169,0.00498397,0.0953862,0.0739441,0.07436,0.0079716,0.0413731,0.0597558,0.0206351,0.0611113,0.0171493,0.060788,0.0505417,0.00347547,0.00521849,0.0453184,0.101763,0.0203467,0.0151951,0.0018719,0.0364912,0.00426361,0.0193476,0.012995,0.0522261,0,0
101,0.0401601,0.0140856,0.00729858,0.0347717,0.00371588,0.10762,0.0167497,0.083249,0.0718736,0.00980396,0.0199573,0.0203772,0.0695156,0.0153299,0.00784369,0.00495415,0.0954258,0.0740189,0.0745161,0.00795856,0.0413336,0.0597163,0.0207833,0.06115,0.0171039,0.0606072,0.0505517,0.00350135,0.00522453,0.04528,0.101833,0.020352,0.0151845,0.0018495,0.0364659,0.00441971,0.0192474,0.013048,0.0522021,0,0
102,0.0402528,0.0141838,0.00729924,0.0347306,0.00393696,0.107629,0.0165724,0.0832946,0.0718369,0.00979605,0.019971,0.0203612,0.0696808,0.0153359,0.00788764,0.00491143,0.0954526,0.0740635,0.0746158,0.00793952,0.0413083,0.0597133,0.0208694,0.0611487,0.0170636,0.0604687,0.0505018,0.00352878,0.00522311,0.0452523,0.101898,0.0203377,0.0151985,0.00179789,0.0364507,0.00450872,0.0191752,0.0130786,0.0521834,0,0
103,0.0403102,0.0142394,0.0073081,0.0347113,0.00400775,0.107638,0.0165232,0.0833235,0.0718432,0.00980915,0.0199775,0.0203744,0.0697462,0.0153657,0.00794526,0.00485969,0.0954695,0.074086,0.0746561,0.0079119,0.0413114,0.0597562,0.0208977,0.0610968,0.0170227,0.0604061,0.0504696,0.00357098,0.00521286,0.0452321,0.101968,0.0203079,0.01523,0.00173486,0.0364344,0.00451538,0.0191439,0.0131252,0.0521668,0,0
104,0.0403218,0.014261,0.00732454,0.0347121,0.00391475,0.107671,0.0165951,0.0833069,0.0719105,0.0098248,0.0199807,0.0204191,0.0697047,0.0154114,0.00800845,0.00479943,0.0954796,0.0740673,0.0746221,0.00786337,0.0413524,0.0598307,0.0208469,0.0609945,0.0169854,0.060436,0.0504698,0.00363292,0.00519486,0.0452277,0.10205,0.0202669,0.015273,0.00164586,0.0364092,0.00441904,0.0191545,0.0131196,0.0521609,0,0
105,0.0402819,0.0142492,0.00735693,0.0347334,0.00365537,0.107726,0.0167899,0.0832318,0.0720286,0.00982619,0.0199861,0.0204969,0.069558,0.0154759,0.00809533,0.00474308,0.0954881,0.0739981,0.0745174,0.00780969,0.0414194,0.0599389,0.0207298,0.0608482,0.0169525,0.0605572,0.0504057,0.00370115,0.00514706,0.0452331,0.102129,0.0202194,0.0153315,0.0015436,0.0363737,0.00423277,0.0192067,0.013012,0.0521727,0,0
106,0.0402141,0.0142046,0.00740028,0.034777,0.00324007,0.107794,0.017111,0.083112,0.0721086,0.00981706,0.0199956,0.0205975,0.0693223,0.0155588,0.00821082,0.00468823,0.0954908,0.0738924,0.0743426,0.00775415,0.0415109,0.0600932,0.020527,0.0606651,0.0169304,0.0607687,0.0502774,0.00379203,0.00507494,0.0452394,0.102202,0.0201619,0.0154136,0.00142789,0.0363318,0.00397895,0.0193026,0.0130625,0.0522077,0,0
107,0.0401324,0.014146,0.00744393,0.0348434,0.0027116,0.107874,0.0175503,0.0829725,0.072249,0.00984109,0.0200012,0.0207205,0.0690116,0.0156518,0.00833941,0.00464493,0.0954904,0.0737577,0.0741245,0.00769237,0.0416269,0.0602902,0.0202615,0.060455,0.0169219,0.061061,0.050118,0.00385578,0.00499674,0.0452585,0.102272,0.0200896,0.0155091,0.00131253,0.0362988,0.00367069,0.019433,0.0132482,0.0522802,0,0
108,0.040032,0.0140823,0.00749833,0.0349231,0.00214706,0.107961,0.0180699,0.0828418,0.0723688,0.00992777,0.0200086,0.020863,0.0686636,0.0157504,0.00847057,0.00461702,0.0954859,0.0736274,0.0738761,0.00762378,0.0417584,0.0605102,0.0199745,0.0602177,0.0169261,0.0614061,0.0499453,0.00394841,0.0049234,0.0452854,0.10234,0.0200125,0.0156103,0.00121866,0.0362702,0.00336411,0.0195914,0.0134754,0.0523951,0,0
109,0.03993,0.0140345,0.00757047,0.0350055,0.00160922,0.108055,0.0186079,0.0827046,0.0724442,0.00999726,0.0200307,0.0209975,0.0683161,0.0158403,0.00859972,0.0045946,0.0954743,0.0735167,0.0736312,0.00757761,0.0418786,0.0607179,0.0197102,0.0599758,0.01695,0.0617795,0.0497729,0.00403037,0.00484987,0.0453179,0.102409,0.0199419,0.0157084,0.00113852,0.0362354,0.00310464,0.0197659,0.0136982,0.0524919,0,0
110,0.0398508,0.013998,0.00763816,0.0350841,0.00115975,0.108146,0.0191136,0.0825748,0.0725433,0.0100436,0.020048,0.0211073,0.0679998,0.0159384,0.0087181,0.00457857,0.0954669,0.0734293,0.0734004,0.00753988,0.0419921,0.0609043,0.0194837,0.0597488,0.0170117,0.0621574,0.0496058,0.00408979,0.00478644,0.0453511,0.102486,0.0198781,0.015793,0.00108283,0.036206,0.00291645,0.0199541,0.0139145,0.0525637,0,0
